Wind_power_MW,Solar_power_kW,Consumption_MW
108.4179896,0,34.21
111.8735431,0,37.74
115.3290966,0,38.67
118.3527058,0,35.58
117.4888175,0,30.79
116.6249291,0,27.17
115.7610407,0,25.55
107.1221571,0,24.23
98.48327346,0,24.33
89.84438982,0,23.00
80.77356201,0,23.25
71.70273419,207.2064,25.70
62.63190637,578.688,29.91
82.06939455,4697.088,34.26
101.5068827,5980.1088,35.05
120.9443709,7112.7552,33.97
132.1749196,6726.2976,30.40
143.4054684,7203.3792,29.71
155.0679613,6753.792,29.51
138.2221382,4009.2672,28.54
121.8082593,1732.4544,29.27
105.3943804,833.4336,29.51
89.84438982,239.5392,28.93
73.8624551,0,32.01
58.31246455,0,32.89
61.768018,0,37.88
65.22357146,0,37.93
68.67912491,0,35.88
60.47218546,0,30.84
52.69719019,0,26.53
44.49025073,0,23.89
43.62636237,0,23.49
42.762474,0,22.86
41.89858564,0,23.64
42.33052982,0,23.93
43.19441818,398.5152,24.82
44.05830655,1402.4448,30.89
50.96941346,900.1728,32.21
57.88052037,1135.872,34.16
64.79162728,1000.1664,31.77
72.13467837,2534.1696,28.34
79.47772946,3833.7792,28.78
86.82078055,3359.8464,28.24
94.59577583,1984.7424,28.68
101.9388269,2642.8416,27.31
109.7138222,1006.6176,27.36
100.2110502,376.8576,31.96
90.70827819,0,32.50
81.20550619,0,35.05
90.70827819,0,39.06
100.2110502,0,37.15
109.7138222,0,35.49
110.5777106,0,30.40
111.4415989,0,26.38
112.7374315,0,24.62
107.9860455,0,23.45
103.6666036,0,22.96
98.91521764,0,23.35
99.34716183,0,22.56
100.2110502,790.5792,23.79
100.6429944,2761.1136,29.47
114.4652082,4796.0832,33.72
128.287422,6315.1872,34.65
142.54158,7370.9568,34.46
129.1513104,6884.0448,32.50
116.1929849,7840.128,30.74
103.2346595,7067.9808,29.17
107.9860455,5746.7136,30.00
113.1693756,4098.816,21.68
117.9207616,2091.264,26.97
119.6485384,418.0224,30.64
120.9443709,0,32.30
122.6721476,0,34.02
123.536036,0,36.37
124.3999244,0,39.35
125.2638127,0,36.42
117.4888175,0,32.30
110.1457664,0,27.31
102.3707711,0,24.82
98.91521764,0,23.84
95.02772001,0,23.00
91.14022237,0,22.42
93.73188746,0,24.13
96.75549673,772.3776,25.99
99.34716183,2684.16,29.00
81.63745037,4616.3712,30.98
63.49579473,6382.848,34.02
45.35413909,7120.9728,32.84
39.30692055,7609.4208,32.75
33.69164618,6788.352,31.00
28.07637182,7082.1888,29.86
26.34859509,5797.8624,28.68
24.62081837,4106.3424,26.92
23.32498582,1537.7664,29.61
38.44303218,415.7952,28.98
53.56107855,0,31.37
68.67912491,0,33.43
88.54855728,0,36.07
108.4179896,0,39.25
128.287422,0,36.27
120.9443709,0,31.33
113.6013198,0,25.89
106.2582687,0,25.75
104.530492,0,22.22
102.8027153,0,21.93
101.0749386,0,22.27
108.8499338,0,22.27
116.6249291,107.136,23.98
124.3999244,264.3456,24.38
99.34716183,2460.7488,30.25
74.29439928,1264.512,30.93
49.24163673,1985.7408,32.40
53.99302273,6803.4048,31.62
58.31246455,6105.3696,31.13
62.63190637,3536.0256,28.78
48.80969255,3156.5568,28.88
34.55553455,828.672,26.97
20.73332073,919.4496,30.30
28.07637182,226.4064,31.37
35.41942291,0,31.42
42.762474,0,33.48
46.21802746,0,38.32
49.24163673,0,36.61
52.265246,0,35.34
59.17635291,0,31.18
66.519404,0,27.00
73.43051091,0,24.00
77.74995273,0,23.25
82.06939455,0,22.32
86.38883637,0,21.39
90.70827819,0,22.00
95.02772001,71.424,22.81
99.34716183,207.2064,24.47
107.1221571,1433.088,27.26
114.8971524,757.248,31.13
122.6721476,964.4544,32.79
130.8790871,1951.104,32.84
138.6540824,3958.9632,32.16
146.4290776,3817.344,31.13
113.6013198,4131.9168,31.00
80.34161782,3118.08,31.72
47.08191582,1675.2384,30.54
55.72079946,391.296,30.89
64.3596831,0,29.76
72.56662255,0,32.55
66.95134819,0,36.12
61.33607382,0,39.99
55.28885528,0,35.93
56.58468782,0,30.54
58.31246455,0,25.84
59.6082971,0,23.49
63.49579473,0,22.61
66.95134819,0,21.98
70.83884582,0,21.73
86.82078055,0,22.91
102.8027153,228.6336,24.42
118.3527058,421.4784,29.61
119.6485384,642.9696,33.19
120.9443709,971.5968,31.52
122.2402035,878.7456,33.04
116.1929849,2884.9152,30.89
110.1457664,5388.672,29.27
104.0985478,7325.8752,28.49
100.6429944,4685.568,28.68
96.75549673,1155.84,28.19
92.8679991,800.1792,28.29
104.9624362,233.1648,28.00
117.0568733,0,29.66
129.1513104,0,32.11
111.4415989,0,34.56
93.73188746,0,40.09
75.59023182,0,37.00
78.18189691,0,29.37
80.77356201,0,25.75
83.3652271,0,24.00
96.75549673,0,21.59
110.1457664,0,22.86
123.536036,0,22.00
107.5541013,0,22.56
92.00411073,1054.6944,23.59
76.45412019,1873.6896,30.79
72.56662255,2083.3536,31.91
69.1110691,2283.0336,30.40
65.65551564,2604.8256,26.38
75.15828764,4608.1536,27.70
85.09300382,2867.7888,27.51
94.59577583,1028.736,27.17
101.5068827,385.7664,26.72
108.4179896,2291.0208,25.50
114.8971524,1513.9584,26.92
93.29994328,305.8176,27.00
71.70273419,0,30.25
50.10552509,0,30.30
53.12913437,0,35.14
56.58468782,0,39.06
59.6082971,0,33.48
60.04024128,0,30.00
60.47218546,0,23.98
60.90412964,0,22.71
46.21802746,0,20.36
31.53192528,0,22.17
16.84582309,0,20.85
32.82775782,0,20.46
49.24163673,695.3472,24.00
65.65551564,818.0736,30.93
47.08191582,1168.2816,31.91
28.94026018,2987.3664,31.57
10.79860455,6042.0096,30.30
17.70971146,6086.0928,28.44
24.62081837,6326.7072,26.48
31.53192528,4607.232,26.38
50.10552509,2607.744,25.40
68.67912491,2833.6896,24.38
86.82078055,836.4288,26.63
82.50133873,157.1328,27.21
77.74995273,0,29.66
73.43051091,0,32.70
63.49579473,0,33.92
53.56107855,0,38.57
43.62636237,0,33.04
44.05830655,0,29.27
44.49025073,0,25.65
44.49025073,0,22.96
53.99302273,0,20.00
63.49579473,0,20.80
72.56662255,0,21.24
83.79717128,0,20.85
95.45966419,107.136,22.66
106.6902129,400.0512,30.35
88.54855728,1279.1808,32.70
69.97495746,3163.1616,31.47
51.83330182,1293.0816,30.98
57.88052037,1478.784,31.91
63.92773891,1771.6992,29.91
69.54301328,1760.7936,29.37
78.6138411,1307.3664,27.61
87.25272473,1591.0656,27.51
95.89160837,1807.9488,29.71
82.50133873,286.5408,28.63
69.1110691,0,29.37
56.15274364,0,32.65
71.27079001,0,35.49
86.38883637,0,38.62
101.9388269,0,33.92
103.2346595,0,31.18
104.0985478,0,24.57
105.3943804,0,23.00
103.6666036,0,21.24
101.5068827,0,21.44
99.34716183,0,21.78
111.8735431,0,21.83
124.3999244,879.744,24.28
136.9263056,2468.0448,30.54
138.2221382,4049.28,31.37
139.0860266,6109.056,30.79
139.9499149,6796.2624,30.74
124.3999244,7635.456,29.81
108.8499338,7263.8976,28.24
93.73188746,6685.2864,26.53
110.1457664,5355.8784,28.63
126.5596453,3795.072,29.96
142.9735242,1492.3008,31.37
123.9679802,479.4624,29.56
104.9624362,0,31.28
85.95689219,0,33.63
63.92773891,0,34.75
41.89858564,0,35.09
20.30137655,0,33.53
34.98747873,0,28.39
49.67358091,0,24.77
64.3596831,0,23.15
64.79162728,0,21.88
65.22357146,0,20.90
69.54301328,0,21.73
81.20550619,0,22.00
92.8679991,409.344,23.15
104.0985478,1664.3328,26.38
79.04578528,4829.184,28.39
53.99302273,6196.9152,31.47
28.508316,7002.7776,32.94
41.89858564,6977.7408,31.96
55.72079946,6833.3568,32.99
69.1110691,4379.136,31.18
79.47772946,4327.3728,30.69
89.84438982,2969.0112,32.84
100.2110502,1685.9136,33.97
110.1457664,473.9328,32.94
120.5124267,0,35.53
130.4471429,0,33.97
104.530492,0,36.07
78.6138411,0,38.37
52.265246,0,33.82
50.53746928,0,30.59
48.80969255,0,26.68
47.08191582,0,23.49
40.60275309,0,21.98
34.12359037,0,22.96
27.21248346,0,21.29
30.66803691,0,21.54
33.69164618,92.8512,23.00
37.14719964,528.6912,24.28
30.23609273,700.1088,26.48
23.75693,1618.0992,27.46
17.27776727,2496.6912,29.00
33.259702,3084.8256,28.58
49.24163673,1846.4256,29.66
65.65551564,4439.04,28.88
73.8624551,1789.1328,30.84
82.50133873,993.024,29.66
91.14022237,1337.0112,33.09
69.54301328,491.0592,30.89
48.37774837,0,33.77
26.78053927,0,34.21
39.30692055,0,36.86
51.83330182,0,39.25
64.3596831,0,35.53
65.65551564,0,31.77
66.519404,0,26.28
67.81523655,0,23.00
74.72634346,0,22.66
81.63745037,0,22.22
88.98050146,0,23.49
84.22911546,0,23.84
79.47772946,1008,24.28
75.15828764,2906.112,30.64
60.04024128,4371.6864,32.99
44.92219491,6196.3008,32.99
29.80414855,7300.4544,34.12
33.259702,6942.336,28.49
37.14719964,6746.496,28.54
40.60275309,3947.6736,28.63
45.78608328,3699.3792,27.00
51.40135764,3314.7648,27.56
56.58468782,1612.8,29.71
50.96941346,135.7056,29.22
44.92219491,0,31.47
39.30692055,0,31.82
47.94580419,0,34.26
56.58468782,0,36.71
65.65551564,0,37.30
72.99856673,0,31.82
80.34161782,0,26.97
87.68466892,0,24.77
77.74995273,0,21.78
68.24718073,0,21.93
58.31246455,0,22.86
65.65551564,0,23.59
72.56662255,859.9296,25.35
79.90967364,2456.7552,30.49
59.17635291,4508.3904,33.09
38.44303218,4377.6768,32.26
17.70971146,6991.2576,31.13
26.78053927,5073.2544,29.76
35.85136709,2727.552,27.51
44.49025073,1557.4272,26.00
60.04024128,1064.448,24.96
75.15828764,864.4608,24.86
90.70827819,435.7632,27.26
94.16383164,349.1328,26.28
97.6193851,0,28.88
101.0749386,0,32.75
85.95689219,0,33.14
70.83884582,0,39.11
55.28885528,0,36.27
48.37774837,0,30.79
41.46664146,0,25.50
34.55553455,0,22.32
29.37220437,0,21.93
24.18887418,0,22.00
19.005544,0,20.95
25.05276255,0,22.27
31.53192528,1112.064,25.45
37.57914382,2889.4464,31.62
43.62636237,4786.8672,31.37
49.24163673,6226.2528,32.60
55.28885528,7169.5872,33.92
64.3596831,5815.1424,29.51
72.99856673,4944.4608,27.00
81.63745037,3634.6368,25.65
86.38883637,1214.5152,26.14
91.14022237,3362.4576,27.00
95.89160837,946.8672,26.63
77.31800855,171.4944,26.72
58.74440873,0,29.96
39.73886473,0,31.42
43.19441818,0,34.60
46.21802746,0,38.91
49.24163673,0,35.19
48.80969255,0,31.62
47.94580419,0,24.47
47.08191582,0,23.54
49.24163673,0,23.00
50.96941346,0,22.00
53.12913437,0,21.19
46.21802746,0,22.61
39.30692055,307.2,23.59
31.96386946,1541.9136,30.20
36.28331128,1662.1824,31.62
40.17080891,3288.576,30.15
44.05830655,6366.2592,29.81
51.40135764,7151.7696,26.14
58.31246455,4902.2976,27.36
65.65551564,5163.1872,26.43
83.3652271,5409.6384,24.33
101.0749386,2846.2848,23.49
119.2165942,1556.9664,27.17
114.033264,526.1568,28.54
108.8499338,0,29.96
103.6666036,0,31.33
111.0096547,0,35.09
118.3527058,0,37.98
125.6957569,0,34.70
123.536036,0,31.52
121.8082593,0,26.00
119.6485384,0,24.42
111.4415989,0,22.00
103.6666036,0,21.00
95.45966419,0,22.76
93.73188746,60.7488,21.83
91.57216655,1282.4832,25.55
89.84438982,3077.76,31.00
99.34716183,4971.7248,31.77
108.8499338,6444.672,31.62
118.3527058,7456.2816,31.33
125.6957569,7618.0992,27.21
133.038808,7704.6528,27.51
139.9499149,6841.2672,26.82
149.8846311,5642.8032,25.31
159.3874031,3676.6464,25.00
169.3221193,1458.2784,24.23
161.9790682,486.8352,27.70
155.0679613,0,28.78
147.7249102,0,31.13
146.4290776,0,32.89
145.5651893,0,37.44
144.2693567,0,35.88
132.1749196,0,31.00
120.5124267,0,25.00
108.4179896,0,23.54
88.1166131,0,22.56
67.38329237,0,20.31
47.08191582,0,21.98
44.05830655,81.024,22.00
40.60275309,508.3392,21.88
37.57914382,2126.208,25.21
53.12913437,4273.536,28.24
69.1110691,3020.0064,29.61
84.66105964,3740.544,29.27
107.1221571,2405.376,27.36
129.5832546,2266.0608,26.72
152.044352,2238.1824,27.56
149.8846311,2447.5392,25.60
148.1568544,1305.5232,26.48
145.9971335,535.8336,26.77
104.0985478,355.5072,26.63
62.63190637,0,27.51
20.73332073,0,30.44
36.28331128,0,29.81
51.40135764,0,35.53
66.519404,0,32.45
73.8624551,0,29.61
81.63745037,0,24.00
88.98050146,0,22.22
82.93328292,0,21.34
77.31800855,0,19.87
71.70273419,0,20.31
69.97495746,94.5408,21.68
68.24718073,1366.272,22.37
66.519404,3353.3184,23.59
48.37774837,4943.8464,26.63
30.23609273,6480.5376,26.77
12.09443709,7378.6368,29.61
31.53192528,7899.8784,28.24
51.40135764,7717.7856,27.56
70.83884582,6804.096,27.95
85.09300382,5577.5232,26.00
98.91521764,3998.1312,26.63
113.1693756,2090.1888,26.43
119.6485384,562.7904,28.58
125.6957569,0,28.54
132.1749196,0,31.13
140.3818591,0,31.52
148.1568544,0,37.39
155.9318496,0,33.14
148.1568544,0,28.98
140.3818591,0,24.13
132.1749196,0,23.00
120.0804826,0,20.31
107.9860455,0,21.29
95.89160837,0,20.46
93.29994328,101.2992,22.00
90.27633401,1410.8928,23.49
87.68466892,3196.3392,29.66
97.18744092,4852.5312,33.19
106.6902129,6408.4224,32.65
116.1929849,7386.4704,32.65
126.9915895,7907.1744,34.36
137.790194,7615.5648,31.00
148.1568544,6900.0192,31.62
158.5235147,5689.4976,31.57
168.4582309,4072.1664,28.49
178.8248913,2055.4752,30.89
169.7540635,562.0992,29.71
160.2512915,0,31.42
151.1804636,0,33.33
145.9971335,0,36.27
140.8138033,0,35.88
135.6304731,0,32.94
127.8554778,0,28.00
119.6485384,0,24.82
111.4415989,0,21.14
107.5541013,0,21.00
103.6666036,0,20.80
100.2110502,0,20.26
98.91521764,101.2992,20.90
97.18744092,1454.3616,24.00
95.89160837,3177.8304,29.56
111.4415989,4908.7488,32.75
127.4235336,6463.104,34.46
142.9735242,7395.456,34.16
149.0207427,7813.0176,33.19
155.4999055,7622.9376,30.59
161.547124,6898.8672,32.50
161.547124,5618.4576,31.86
161.9790682,4099.4304,28.54
161.9790682,2117.9136,30.93
156.795738,577.92,31.42
151.1804636,0,33.43
145.9971335,0,33.87
142.54158,0,36.46
138.6540824,0,36.32
135.1985289,0,37.10
126.5596453,0,31.62
118.3527058,0,25.35
109.7138222,0,24.77
104.0985478,0,22.00
98.91521764,0,22.71
93.73188746,0,23.00
94.16383164,121.5744,22.17
94.59577583,1496.7552,25.89
95.45966419,3294.4896,30.79
82.50133873,4930.56,34.31
69.97495746,6392.6784,31.62
57.016632,7357.7472,30.93
64.3596831,7820.6208,29.81
71.70273419,7468.032,28.54
78.6138411,6949.0944,27.51
91.14022237,5959.1424,27.31
104.0985478,4100.0448,27.00
116.6249291,2137.8816,26.68
120.0804826,597.0432,28.73
123.1040918,0,29.86
126.1277011,0,30.84
133.4707522,0,33.82
140.8138033,0,37.15
148.1568544,0,37.54
134.3346406,0,30.40
120.0804826,0,24.67
106.2582687,0,22.27
103.6666036,0,20.95
101.0749386,0,21.93
98.91521764,0,21.24
95.02772001,141.8496,21.39
91.14022237,897.2544,24.57
87.68466892,2969.1648,28.68
95.89160837,5085.3888,31.72
103.6666036,6402.6624,33.77
111.8735431,7656.6528,32.45
117.9207616,7874.7648,31.62
123.9679802,7153.6128,35.78
130.0151987,6812.0064,33.28
131.7429755,5557.7856,32.01
133.4707522,3791.4624,32.16
135.1985289,2098.6368,33.92
120.5124267,589.9776,31.42
105.8263246,0,31.37
91.14022237,0,36.71
79.04578528,0,34.80
66.95134819,0,38.28
54.85691109,0,38.72
47.08191582,0,33.09
39.73886473,0,28.00
31.96386946,0,24.13
31.09998109,0,24.18
29.80414855,0,24.33
28.508316,0,24.38
31.53192528,27.0336,23.79
34.12359037,128.5632,26.00
37.14719964,685.824,31.00
31.53192528,1395.6864,34.60
25.91665091,1578.8544,32.99
20.30137655,1421.6448,31.77
32.39581364,2113.2288,31.47
44.49025073,1214.5152,27.90
56.58468782,4861.1328,29.27
60.90412964,3931.4688,29.51
65.22357146,3822.7968,27.90
69.54301328,2061.0048,27.65
69.54301328,99.9936,28.73
69.54301328,0,30.44
69.54301328,0,32.70
69.1110691,0,35.88
68.67912491,0,37.59
67.81523655,0,35.98
66.95134819,0,31.33
66.519404,0,28.24
65.65551564,0,25.00
67.81523655,0,23.93
69.97495746,0,22.42
72.13467837,0,22.27
92.00411073,195.84,22.56
111.8735431,1646.6688,23.89
131.7429755,3483.648,26.00
137.3582498,5222.784,31.52
142.9735242,6642.816,33.53
149.0207427,7724.3136,35.88
151.1804636,8364.2112,34.56
153.3401846,7880.7552,37.00
155.4999055,7167.36,35.63
157.6596264,5838.72,34.21
159.8193473,4218.0096,34.02
161.9790682,2273.28,32.75
148.1568544,575.4624,34.36
134.3346406,0,36.27
120.5124267,0,35.14
111.4415989,0,36.61
102.8027153,0,38.91
94.16383164,0,36.46
94.16383164,0,31.00
94.16383164,0,26.77
94.16383164,0,24.82
104.9624362,0,24.00
115.7610407,0,21.00
126.1277011,0,22.61
120.5124267,27.0336,22.52
114.4652082,228.6336,24.42
108.4179896,3581.7216,24.72
106.2582687,5265.7152,29.61
103.6666036,6652.2624,30.00
101.0749386,7635.7632,35.24
98.05132928,7987.8912,33.68
94.59577583,7836.8256,35.44
91.14022237,6358.3488,32.60
92.00411073,5197.2864,32.40
92.8679991,3935.1552,33.33
93.73188746,2090.9568,31.52
93.29994328,613.8624,29.42
93.29994328,0,33.09
92.8679991,0,33.72
77.74995273,0,33.58
62.63190637,0,39.60
47.51386,0,38.13
47.08191582,0,30.64
46.21802746,0,26.82
45.35413909,0,23.84
69.1110691,0,22.56
92.43605492,0,23.59
116.1929849,0,22.37
106.6902129,54.0672,23.89
97.18744092,228.6336,25.84
87.68466892,550.1184,31.47
85.09300382,1014.4512,33.33
82.50133873,3394.0992,34.46
79.90967364,2623.4112,31.33
90.70827819,2283.0336,29.27
101.5068827,5557.0944,29.76
112.7374315,2668.416,28.68
106.6902129,2337.3312,27.80
101.0749386,2066.304,26.19
95.45966419,1159.9872,28.00
69.1110691,504.3456,31.52
42.762474,0,30.89
16.84582309,0,32.11
26.34859509,0,35.19
36.28331128,0,38.62
45.78608328,0,36.02
47.08191582,0,30.98
47.94580419,0,26.77
48.80969255,0,24.82
57.88052037,0,22.00
66.519404,0,22.56
75.59023182,0,23.35
66.95134819,94.5408,22.86
58.31246455,221.4912,24.96
49.24163673,2026.6752,31.00
63.92773891,2955.648,33.14
78.6138411,4855.8336,33.48
92.8679991,6306.1248,31.82
98.91521764,7523.1744,28.34
104.9624362,7338.9312,29.91
111.0096547,6504.576,26.43
105.3943804,5537.0496,29.00
99.77910601,4098.7392,27.56
94.16383164,1878.528,26.97
88.54855728,461.0304,29.00
82.93328292,0,29.27
77.31800855,0,30.84
78.6138411,0,35.83
79.90967364,0,38.81
81.20550619,0,38.13
79.04578528,0,31.67
76.88606437,0,25.94
75.15828764,0,23.84
76.45412019,0,23.49
77.31800855,0,21.68
78.6138411,0,22.76
66.519404,209.2032,21.68
53.99302273,1624.5504,25.45
41.89858564,3451.1616,30.30
50.53746928,5245.824,34.75
59.17635291,6804.7104,35.14
67.81523655,7462.0416,33.33
77.74995273,7634.1504,31.62
87.25272473,7647.2064,29.51
97.18744092,5800.3968,27.80
101.5068827,4682.112,27.95
105.8263246,3971.6352,27.80
110.1457664,1686.0672,28.93
99.77910601,630.7584,28.19
89.41244564,0,28.58
79.04578528,0,32.06
69.97495746,0,32.94
60.90412964,0,38.32
51.83330182,0,35.29
58.74440873,0,31.47
65.65551564,0,25.94
72.56662255,0,22.76
80.34161782,0,23.20
88.1166131,0,22.61
95.89160837,0,20.75
76.02217601,149.9904,21.49
55.72079946,1308.4416,25.00
35.85136709,3156.0192,29.91
57.88052037,5196.2112,34.16
79.90967364,6732.5184,32.11
101.9388269,7753.8816,33.63
115.7610407,7153.7664,33.28
129.1513104,5318.1696,35.53
142.9735242,6826.5984,34.70
148.5887986,3115.0848,33.72
154.2040729,4234.368,31.13
159.8193473,2340.2496,30.49
139.9499149,646.8096,31.96
120.0804826,0,33.72
100.2110502,0,34.46
95.89160837,0,36.27
91.14022237,0,39.70
86.82078055,0,35.68
82.93328292,0,32.06
79.04578528,0,26.28
75.15828764,0,23.20
79.90967364,0,22.27
84.66105964,0,21.49
89.41244564,0,21.34
91.14022237,206.4384,22.17
92.43605492,1290.1632,23.84
94.16383164,2683.008,29.00
96.75549673,3698.304,31.28
99.77910601,6577.3056,31.86
102.3707711,7712.256,33.33
112.3054873,8154.24,30.44
122.2402035,7978.5984,30.59
132.1749196,6916.224,32.45
132.6068638,5178.24,29.86
133.038808,3932.0832,31.13
133.4707522,1976.832,29.00
114.4652082,667.6224,32.75
95.45966419,0,33.82
76.45412019,0,35.09
88.1166131,0,36.02
99.77910601,0,38.47
111.4415989,0,34.41
108.4179896,0,32.79
105.8263246,0,26.87
103.2346595,0,24.67
95.89160837,0,21.78
88.98050146,0,21.39
81.63745037,0,22.66
69.54301328,254.8224,21.34
57.44857619,1666.4832,23.49
45.35413909,3458.9952,26.92
41.89858564,5311.104,28.49
38.011088,6872.2944,32.70
34.55553455,7802.88,34.65
51.83330182,8291.6352,33.68
69.1110691,7977.4464,33.77
86.38883637,7127.8848,34.02
87.25272473,5474.8416,34.36
88.54855728,4161.4848,29.71
89.41244564,2264.6016,35.24
72.99856673,689.3568,36.56
56.58468782,0,37.79
39.73886473,0,36.91
58.31246455,0,38.77
76.45412019,0,39.11
94.59577583,0,37.00
99.34716183,0,32.21
104.0985478,0,27.31
108.8499338,0,24.00
107.1221571,0,23.79
104.9624362,0,23.00
103.2346595,0,22.52
102.3707711,294.9888,22.91
101.9388269,1747.4304,22.17
101.0749386,3474.2784,26.38
85.52494801,5323.1616,29.00
69.97495746,6873.0624,31.52
54.42496691,7802.496,31.47
63.06385055,7696.2048,27.95
72.13467837,6557.568,28.58
81.20550619,6148.992,27.65
82.06939455,5295.36,28.00
82.93328292,3654.9888,27.56
83.79717128,1871.0016,25.00
90.27633401,677.2992,26.63
96.75549673,0,28.98
103.2346595,0,31.37
102.8027153,0,30.00
102.8027153,0,35.00
102.3707711,0,34.41
101.9388269,0,31.96
101.5068827,0,27.51
101.0749386,0,23.59
101.5068827,0,21.44
101.9388269,0,22.22
102.3707711,0,20.95
112.7374315,142.848,21.49
122.6721476,1273.5744,23.54
133.038808,1300.1472,31.00
140.3818591,2672.9472,32.84
147.7249102,2609.4336,31.00
155.0679613,1514.496,29.32
166.7304542,1293.0816,28.14
178.3929471,3715.1232,28.73
190.05544,6959.3856,26.14
149.0207427,2133.1968,27.00
107.9860455,1021.5936,28.34
66.519404,221.4912,27.17
79.47772946,335.7696,27.36
92.00411073,0,29.32
104.9624362,0,31.52
117.0568733,0,33.77
129.1513104,0,35.58
141.2457475,0,35.83
138.6540824,0,30.30
136.0624173,0,24.33
133.4707522,0,22.17
129.1513104,0,21.34
125.2638127,0,21.83
120.9443709,0,20.36
127.8554778,263.5776,22.00
134.7665847,1583.0784,23.25
141.6776916,1719.552,27.95
148.1568544,4838.4768,30.74
154.2040729,6164.8896,31.18
160.2512915,4762.5216,29.00
165.0026775,4255.7952,27.65
169.7540635,1235.9424,25.89
174.5054495,750.1056,26.58
146.8610218,1557.4272,24.86
119.2165942,728.6784,25.31
91.57216655,450.048,26.77
62.63190637,519.168,26.33
33.259702,0,26.92
4.319441818,0,28.44
11.66249291,0,29.66
19.43748818,0,34.46
26.78053927,0,35.05
28.07637182,0,31.37
29.37220437,0,26.77
30.23609273,0,22.00
35.85136709,0,20.17
41.46664146,0,19.63
47.08191582,0,20.61
62.63190637,99.9936,20.17
78.18189691,1336.32,21.39
93.73188746,3161.9328,23.25
98.91521764,5293.9776,25.84
103.6666036,6816.384,28.83
108.8499338,7860.096,33.38
117.4888175,8287.4112,33.04
125.6957569,8134.1952,34.60
133.9026964,7238.1696,35.49
136.4943615,5686.5792,35.53
139.0860266,3767.5776,34.56
141.6776916,2221.2864,34.51
135.6304731,731.7504,33.23
129.1513104,60.7488,35.09
122.6721476,0,33.72
115.7610407,0,37.20
108.4179896,0,36.95
101.0749386,0,39.25
96.75549673,0,35.19
92.00411073,0,30.35
87.68466892,0,28.49
92.00411073,0,26.00
96.32355255,0,25.21
100.6429944,0,24.42
105.8263246,78.5664,25.35
111.0096547,471.4752,24.67
116.1929849,2589.8496,28.54
93.73188746,4217.0112,30.93
71.70273419,5359.0272,36.56
49.24163673,5033.5488,37.93
52.265246,7683.1488,35.53
55.28885528,7625.472,33.68
58.31246455,6503.5008,32.99
52.265246,5004.5184,35.00
46.64997164,1832.832,35.19
40.60275309,1244.544,32.40
48.80969255,157.1328,34.51
56.58468782,60.7488,35.00
64.79162728,0,35.78
67.38329237,0,37.30
69.97495746,0,38.08
72.56662255,0,37.88
76.45412019,0,36.46
80.34161782,0,31.57
83.79717128,0,28.83
83.79717128,0,26.48
83.3652271,0,25.26
82.93328292,0,25.45
111.0096547,235.776,25.26
138.6540824,164.2752,25.40
166.7304542,828.672,29.81
164.5707333,3821.7216,33.23
162.4110124,4352.7936,34.60
160.2512915,2238.336,33.19
165.0026775,1193.0112,34.36
169.3221193,3381.12,32.50
174.0735053,3101.7216,28.98
166.7304542,4830.6432,27.95
159.3874031,1735.7568,27.46
152.044352,1474.7904,28.39
118.3527058,717.312,28.39
85.09300382,33.792,30.49
51.83330182,0,31.47
38.87497637,0,32.60
25.91665091,0,38.13
12.95832546,0,37.88
21.59720909,0,34.02
30.23609273,0,30.98
38.87497637,0,26.24
41.89858564,0,25.75
45.35413909,0,23.35
48.80969255,0,23.45
53.12913437,57.1392,23.40
57.016632,307.2,23.84
61.33607382,2069.1456,27.75
68.67912491,4450.7904,30.49
76.02217601,5774.6688,34.02
83.3652271,4192.896,32.16
80.77356201,6307.2768,30.79
77.74995273,5943.3984,29.17
75.15828764,5559.0144,28.93
78.6138411,4016.7936,26.33
82.06939455,3393.7152,25.94
85.95689219,2283.3408,27.36
88.1166131,744.2688,29.47
90.27633401,87.7824,28.00
92.43605492,0,29.66
89.41244564,0,32.40
86.82078055,0,34.60
83.79717128,0,36.71
85.09300382,0,32.50
86.38883637,0,27.00
87.68466892,0,23.59
90.70827819,0,22.81
93.73188746,0,22.00
97.18744092,0,21.34
106.6902129,57.1392,23.15
116.6249291,1182.336,21.93
126.1277011,1437.6192,24.96
145.1332451,2462.4384,27.31
164.1387891,4161.3312,30.49
182.7123889,3758.5152,30.84
201.7179329,5204.1216,30.93
220.2915327,6873.3696,29.00
238.8651326,6323.2512,27.85
222.4512537,5465.5488,26.43
206.4693189,3859.2768,25.50
190.05544,2182.0416,27.61
143.4054684,753.4848,26.19
96.75549673,114.816,26.38
50.10552509,0,28.00
44.49025073,0,31.23
39.30692055,0,36.32
34.12359037,0,36.27
36.71525546,0,31.82
39.30692055,0,24.82
42.33052982,0,22.37
49.67358091,0,20.90
57.44857619,0,20.41
64.79162728,0,20.95
75.15828764,121.4208,21.29
85.09300382,471.4752,23.45
95.45966419,1715.2512,29.71
91.14022237,3481.6512,31.47
87.25272473,6182.7072,30.20
83.3652271,7321.9584,28.44
89.41244564,6207.2064,28.00
95.45966419,7660.416,26.28
101.0749386,6634.368,27.41
82.93328292,4882.6368,24.86
64.3596831,3411.3024,26.38
45.78608328,1375.9488,26.72
38.44303218,442.9056,28.58
31.09998109,74.2656,29.22
23.75693,0,30.54
30.66803691,0,31.18
