1	27,40964919
2	17,51828571
3	16,46018145
4	15,91025278
5	13,60461828
6	14,70640556
7	12,97365726
8	11,90539247
9	11,50396667
10	16,27979301
11	25,06765556
12	28,33268683
13	28,27678091
14	30,37499851
15	24,12887231
16	20,12178056
17	14,98693414
18	14,42252917
19	14,4133414
20	12,95639919
21	14,56820972
22	16,21121909
23	24,65424167
24	27,09143817
25	28,50395296
26	29,11842411
27	26,29519758
28	18,73005556
29	15,58470296
30	14,21663889
31	12,75085753
32	12,7670578
33	13,63467639
34	15,99955108
35	22,77856389
36	28,27911022
37	29,03015995
38	28,12123065
39	23,86196909
40	16,92906944
41	14,96730108
42	14,13252778
43	12,73099731
44	11,06480108
45	12,32106389
46	14,24895161
47	20,03653333
48	26,04306183
49	28,31576747
50	27,12408185
51	21,48130108
52	15,45381389
53	12,43756048
54	12,1601125
55	11,42983871
56	11,73900672
57	12,29199306
58	13,87100672
59	19,05516213
60	25,75645625
85	31,66640591
86	30,86563542
87	20,00055242
88	16,84143056
89	14,17078091
90	13,57556528
91	11,55711559
92	12,16757527
93	13,26776806
94	19,96236559
95	27,68888889
96	30,82795699
97	31,80686559
98	29,39181548
99	21,95451747
100	17,7202375
101	15,04940995
102	13,88693194
103	11,95214516
104	13,01593414
105	13,58598889
106	15,58828629
107	23,32142639
108	28,77944758
109	30,33165995
110	28,2443006
111	21,97646237
112	18,05697222
113	14,42647581
114	13,68463056
115	13,01907258
116	12,99875134
117	13,52017222
118	15,5178172
119	24,03270556
120	29,84624597
